ID,SMILES,mw,Group,SA,_nn_tanimoto,scaffold
EN300-53371825,O=C(OCc1ccccc1)N1CCC[C@H](CCCO)C1,277.36,Comprehensive,2.337594728379761,1.0,O=C(OCc1ccccc1)N1CCCCC1
EN300-53371842,O=C(OCc1ccccc1)N1CC2(CCO)CC1C2,261.32,Comprehensive,3.2926065782645626,0.6595744680851063,O=C(OCc1ccccc1)N1CC2CC1C2
EN300-53372112,O=C(NCC12CCC(CO)(CC1)O2)OCc1ccccc1,291.34,Comprehensive,3.6042049542054215,0.6956521739130435,O=C(NCC12CCC(CC1)O2)OCc1ccccc1
EN300-53136879,O=C(OCC1c2ccccc2-c2ccccc21)N1CCN(CC(O)CF)CC1,384.44,Comprehensive,2.803729419000824,0.8297872340425532,O=C(OCC1c2ccccc2-c2ccccc21)N1CCNCC1
EN300-53134574,O=C(N[C@@H]1CC[C@H]1OCCO)OCC1c2ccccc2-c2ccccc21,353.41,Comprehensive,3.094245761180765,0.6981132075471698,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53135432,CN(C(=O)OCC1c2ccccc2-c2ccccc21)[C@H]1C[C@H](CO)C1,337.41,Comprehensive,2.42349240627415,1.0,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53134910,CC1(CCO)CC(NC(=O)OCC2c3ccccc3-c3ccccc32)C1,351.44,Comprehensive,2.508858803392973,0.8260869565217391,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53136267,O=C(OCC1c2ccccc2-c2ccccc21)N1C[C@@H](F)[C@H](OCCO)C1,371.4,Comprehensive,3.2846009535800382,0.76,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCC1
EN300-53136685,O=C(OCC1c2ccccc2-c2ccccc21)N1CCC(CCCCCO)CC1,393.52,Comprehensive,2.260911437358329,0.9767441860465116,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCCC1
EN300-53372191,O=C(NC[C@@H]1COC[C@H](CO)O1)OCc1ccccc1,281.3,Comprehensive,2.991985278053676,1.0,O=C(NC[C@@H]1COCCO1)OCc1ccccc1
EN300-21646913,O=C(OCc1ccccc1)N1CCC[C@@H](CCO)C1,263.33,Comprehensive,2.320879566891428,1.0,O=C(OCc1ccccc1)N1CCCCC1
EN300-33262749,O=C(NCC1CC(CO)C1)OCc1ccccc1,249.31,Comprehensive,1.9991158784806016,1.0,O=C(NCC1CCC1)OCc1ccccc1
EN300-53372140,O=C(NC1CCC2(CC1)CC(CO)C2)OCc1ccccc1,303.4,Comprehensive,2.805430823710511,0.8222222222222222,O=C(NC1CCC2(CCC2)CC1)OCc1ccccc1
EN300-53372148,O=C(N[C@H]1C[C@@H](CCO)C1)OCc1ccccc1,249.31,Comprehensive,2.0199855617385207,1.0,O=C(NC1CCC1)OCc1ccccc1
EN300-53372150,O=C(N[C@H]1C[C@H](CCO)C1)OCc1ccccc1,249.31,Comprehensive,2.0199855617385207,1.0,O=C(NC1CCC1)OCc1ccccc1
EN300-53135359,CN(C(=O)OCC1c2ccccc2-c2ccccc21)[C@H]1C[C@@H](CO)C1,337.41,Comprehensive,2.42349240627415,1.0,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53135436,O=C(N[C@@H]1CC[C@H](CO)C1)OCC1c2ccccc2-c2ccccc21,337.41,Comprehensive,2.9371822463996526,1.0,O=C(NC1CCCC1)OCC1c2ccccc2-c2ccccc21
EN300-53136205,O=C(NC[C@H]1CO[C@H](CO)CO1)OCC1c2ccccc2-c2ccccc21,369.41,Comprehensive,3.199797260972743,0.7755102040816326,O=C(NC[C@H]1COCCO1)OCC1c2ccccc2-c2ccccc21
EN300-53135860,O=C(NCc1cc(CO)ccc1F)OCC1c2ccccc2-c2ccccc21,377.41,Comprehensive,2.202270792525912,0.8723404255319149,O=C(NCc1ccccc1)OCC1c2ccccc2-c2ccccc21
EN300-53135064,CC(C)(CO)[C@@H]1C[C@H]1NC(=O)OCC1c2ccccc2-c2ccccc21,351.44,Comprehensive,3.3185645323811146,0.6808510638297872,O=C(NC1CC1)OCC1c2ccccc2-c2ccccc21
EN300-53135620,O=C(NCCc1ccccc1CO)OCC1c2ccccc2-c2ccccc21,373.45,Comprehensive,2.1531242425988744,0.7333333333333333,O=C(NCCc1ccccc1)OCC1c2ccccc2-c2ccccc21
EN300-53136593,O=C(NC[C@]1(C(F)(F)F)CC[C@H](O)C1)OCC1c2ccccc2-c2ccccc21,405.41,Comprehensive,3.483490974022372,0.660377358490566,O=C(NCC1CCCC1)OCC1c2ccccc2-c2ccccc21
EN300-53135222,O=C(NC[C@H]1C[C@H](O)CCO1)OCC1c2ccccc2-c2ccccc21,353.41,Comprehensive,3.1134372591564734,1.0,O=C(NC[C@H]1CCCCO1)OCC1c2ccccc2-c2ccccc21
EN300-53135351,O=C(N[C@H]1C[C@@H](CCO)C1)OCC1c2ccccc2-c2ccccc21,337.41,Comprehensive,2.3229012361766426,1.0,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53135066,O=C(N[C@H]1CC[C@H](CCO)C1)OCC1c2ccccc2-c2ccccc21,351.44,Comprehensive,2.984966813812342,1.0,O=C(NC1CCCC1)OCC1c2ccccc2-c2ccccc21
EN300-53134930,O=C(OCC1c2ccccc2-c2ccccc21)N1CCC[C@H](CCO)C1,351.44,Comprehensive,2.667277094795976,1.0,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCCC1
EN300-53135219,O=C(OCC1c2ccccc2-c2ccccc21)N1CC[C@@H](OCCO)C1,353.41,Comprehensive,2.7453366089660154,1.0,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCC1
EN300-53135004,CC1(C)[C@H](CO)C[C@@H]1NC(=O)OCC1c2ccccc2-c2ccccc21,351.44,Comprehensive,3.243625031341613,0.7959183673469388,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53135221,CO[C@]1(CO)C[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C1,353.41,Comprehensive,2.5923267867609585,1.0,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53135349,C[C@]1(CO)C[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C1,337.41,Comprehensive,2.435294789806111,1.0,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53136330,CN(C(=O)OCC1c2ccccc2-c2ccccc21)c1ccc(CCO)cc1,373.45,Comprehensive,2.2281511344062537,0.7872340425531915,O=C(Nc1ccccc1)OCC1c2ccccc2-c2ccccc21
EN300-33212897,O=C(N[C@H]1CC[C@@H](CO)C1)OCC1c2ccccc2-c2ccccc21,337.41,Comprehensive,2.9371822463996526,1.0,O=C(NC1CCCC1)OCC1c2ccccc2-c2ccccc21
EN300-53135011,O=C(N[C@@H]1CC[C@H](CCO)C1)OCC1c2ccccc2-c2ccccc21,351.44,Comprehensive,2.984966813812342,1.0,O=C(NC1CCCC1)OCC1c2ccccc2-c2ccccc21
EN300-53135776,O=C(N[C@]1(C(F)(F)F)C[C@H](O)C1)OCC1c2ccccc2-c2ccccc21,377.36,Comprehensive,2.7065567310687904,1.0,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53136596,O=C(OCC1c2ccccc2-c2ccccc21)N1CC[C@H](CO)C[C@@H]1C(F)(F)F,405.41,Comprehensive,3.329856077211865,0.8076923076923077,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCCC1
EN300-53136199,C[C@@H]1CN(C(=O)OCC2c3ccccc3-c3ccccc32)[C@@H](C)CN1CCO,380.48,Comprehensive,3.1722504358129644,0.7058823529411765,O=C(OCC1c2ccccc2-c2ccccc21)N1CCNCC1
EN300-53134924,CC1(C)[C@H](CO)[C@@H]1CNC(=O)OCC1c2ccccc2-c2ccccc21,351.44,Comprehensive,3.2938734720900538,0.7446808510638298,O=C(NCC1CC1)OCC1c2ccccc2-c2ccccc21
EN300-53137746,O=C(OCC1c2ccccc2-c2ccccc21)N(Cc1ccccc1)c1ccc(CCO)nc1,450.53,Comprehensive,2.4504298616537863,0.5666666666666667,O=C(OCC1c2ccccc2-c2ccccc21)N(Cc1ccccc1)c1cccnc1
EN300-53135356,O=C(N[C@H]1C[C@H](CCO)C1)OCC1c2ccccc2-c2ccccc21,337.41,Comprehensive,2.3229012361766426,1.0,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53134931,O=C(NC[C@@H]1CCC[C@H]1CO)OCC1c2ccccc2-c2ccccc21,351.44,Comprehensive,2.998838473731372,1.0,O=C(NCC1CCCC1)OCC1c2ccccc2-c2ccccc21
EN300-53134833,O=C(N[C@H]1CC[C@H]1CO)OCC1c2ccccc2-c2ccccc21,323.39,Comprehensive,2.9733780577776834,1.0,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53136726,O=C(NCc1cc(Cl)cc(CO)c1)OCC1c2ccccc2-c2ccccc21,393.86,Comprehensive,2.219359681414801,0.7659574468085106,O=C(NCc1ccccc1)OCC1c2ccccc2-c2ccccc21
EN300-53134921,O=C(NC[C@H]1CCC[C@@H](O)C1)OCC1c2ccccc2-c2ccccc21,351.44,Comprehensive,2.959746773326515,1.0,O=C(NCC1CCCCC1)OCC1c2ccccc2-c2ccccc21
EN300-53135353,O=C(NCC[C@@H]1CC[C@H]1O)OCC1c2ccccc2-c2ccccc21,337.41,Comprehensive,3.016425871267935,0.8666666666666667,O=C(NCCC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-23014445,O=C(NC1(CCO)CC1)OCC1c2ccccc2-c2ccccc21,323.39,Comprehensive,2.42858397455858,0.8604651162790697,O=C(NC1CC1)OCC1c2ccccc2-c2ccccc21
EN300-53135518,O=C(N[C@H]1C[C@]2(CO)C[C@H]12)OCC1c2ccccc2-c2ccccc21,335.4,Comprehensive,3.596432298984801,0.6938775510204082,O=C(N[C@H]1CC2C[C@@H]21)OCC1c2ccccc2-c2ccccc21
EN300-53137672,O=C(OCC1c2ccccc2-c2ccccc21)N1CCN(C(=O)c2ncn(CCO)n2)CC1,447.49,Comprehensive,2.618704506936582,0.6785714285714286,O=C(OCC1c2ccccc2-c2ccccc21)N1CCN(C(=O)c2nc[nH]n2)CC1
EN300-53136565,O=C(OCC1c2ccccc2-c2ccccc21)N1CCC(C(F)(F)CCO)CC1,401.45,Comprehensive,2.5971058853766475,0.8260869565217391,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCCC1
EN300-53135050,O=C(NC[C@@H]1C[C@H]1O)OCC1c2ccccc2-c2ccccc21,309.36,Comprehensive,2.9071083634248343,0.8095238095238095,O=C(NCC1CC1)OCC1c2ccccc2-c2ccccc21
EN300-52196084,O=C(NCC1(CCCO)CC1(F)F)OCC1c2ccccc2-c2ccccc21,387.42,Comprehensive,3.239759690557679,0.7647058823529411,O=C(NCC1CC1)OCC1c2ccccc2-c2ccccc21
EN300-28290538,Cc1cc(NC(=O)OCc2ccccc2)cc(OCCO)c1,301.34,Comprehensive,1.8424222582856569,0.723404255319149,O=C(Nc1ccccc1)OCc1ccccc1
EN300-53371227,CN(C(=O)OCc1ccccc1)C1CC2(CC(O)C2)C1,275.34,Comprehensive,2.898771313863243,0.7906976744186046,O=C(NC1CC2(CCC2)C1)OCc1ccccc1
EN300-53370779,O=C(OCc1ccccc1)N1CCN(CC(O)CF)CC1,296.34,Comprehensive,2.491924383659221,0.813953488372093,O=C(OCc1ccccc1)N1CCNCC1
EN300-53370791,O=C(OCc1ccccc1)N1CCCC(CO)CCC1,277.36,Comprehensive,1.8028935142243296,0.8421052631578947,O=C(OCc1ccccc1)N1CCCCCCC1
EN300-53370918,O=C(N[C@H]1C[C@@](F)(CO)C1)OCc1ccccc1,253.27,Comprehensive,2.352180041376529,0.7380952380952381,O=C(NC1CCC1)OCc1ccccc1
EN300-53371066,O=C(OCc1ccccc1)N1CCC(C(F)(F)CCO)CC1,313.34,Comprehensive,2.347629064382786,0.813953488372093,O=C(OCc1ccccc1)N1CCCCC1
EN300-53371435,O=C(NCc1cc(CO)no1)OCc1ccccc1,262.26,Comprehensive,2.088683349118922,0.8181818181818182,O=C(NCc1ccno1)OCc1ccccc1
EN300-53371441,O=C(OCc1ccccc1)N1CC[C@@H](CCCO)C1,263.33,Comprehensive,2.3263953710872336,0.8636363636363636,O=C(OCc1ccccc1)N1CCCC1
EN300-53371445,O=C(N[C@H]1C[C@@H](OCCO)C1)OCc1ccccc1,265.31,Comprehensive,2.0963797127552866,1.0,O=C(NC1CCC1)OCc1ccccc1
EN300-53370926,O=C(OCc1ccccc1)N1C[C@@H]2[C@H](O)[C@@H]2C1,233.26,Comprehensive,3.043354356332335,1.0,O=C(OCc1ccccc1)N1C[C@H]2C[C@H]2C1
EN300-53370933,CN(C(=O)OCc1ccccc1)[C@H]1C[C@@H](CO)C1,249.31,Comprehensive,2.1549055798380685,1.0,O=C(NC1CCC1)OCc1ccccc1
EN300-53367277,O=C(NC12CCC(CO)(C1)C2)OCc1ccccc1,261.32,Comprehensive,3.2923604244184084,0.8461538461538461,O=C(NC12CCC(C1)C2)OCc1ccccc1
EN300-53369307,C[C@]1(CO)C[C@H](NC(=O)OCc2ccccc2)C1,249.31,Comprehensive,2.177502502914992,1.0,O=C(NC1CCC1)OCc1ccccc1
EN300-53371325,C[C@H](O)CCC1CCN(C(=O)OCc2ccccc2)CC1,291.39,Comprehensive,2.4068351528899896,1.0,O=C(OCc1ccccc1)N1CCCCC1
EN300-53371345,O=C(NCC12CC(CO)(C1)C2(F)F)OCc1ccccc1,297.3,Comprehensive,3.621685782139501,0.6363636363636364,O=C(NCC12CC(C1)C2)OCc1ccccc1
EN300-53371353,O=C(NC1(CCCCO)CCC1)OCc1ccccc1,277.36,Comprehensive,2.207289074743665,0.925,O=C(NC1CCC1)OCc1ccccc1
EN300-53134560,O=C(OCC1c2ccccc2-c2ccccc21)N1CC[C@H](CO)[C@@H]2C[C@@H]21,349.42,Comprehensive,3.437259517942054,0.6226415094339622,O=C(OCC1c2ccccc2-c2ccccc21)N1CCC[C@@H]2C[C@@H]21
EN300-53136443,O=C(OCC1c2ccccc2-c2ccccc21)N1CCC(C(F)(F)CO)CC1,387.42,Comprehensive,2.562512544662664,0.8260869565217391,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCCC1
EN300-53136336,O=C(NCc1cccc(CCO)c1)OCC1c2ccccc2-c2ccccc21,373.45,Comprehensive,2.1256835296532817,0.8222222222222222,O=C(NCc1ccccc1)OCC1c2ccccc2-c2ccccc21
EN300-53134917,O=C(N[C@H]1CCC[C@H]1CCO)OCC1c2ccccc2-c2ccccc21,351.44,Comprehensive,3.0320200526787406,1.0,O=C(NC1CCCC1)OCC1c2ccccc2-c2ccccc21
EN300-53134573,O=C(NC[C@@H]1CC[C@H](CO)O1)OCC1c2ccccc2-c2ccccc21,353.41,Comprehensive,3.060750821909509,0.8444444444444444,O=C(NC[C@@H]1CCCO1)OCC1c2ccccc2-c2ccccc21
EN300-53134557,O=C(NC12CC(CCO)(C1)C2)OCC1c2ccccc2-c2ccccc21,349.42,Comprehensive,3.376858711175293,0.8181818181818182,O=C(NC12CC(C1)C2)OCC1c2ccccc2-c2ccccc21
EN300-53134793,O=C(N[C@H]1C[C@@](F)(CO)C1)OCC1c2ccccc2-c2ccccc21,341.38,Comprehensive,2.558307140835364,0.7446808510638298,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53137595,O=C(OCC1c2ccccc2-c2ccccc21)N1CCN(c2ccc(OCCO)cc2)CC1,444.52,Comprehensive,2.230978713915169,0.72,O=C(OCC1c2ccccc2-c2ccccc21)N1CCN(c2ccccc2)CC1
EN300-53134565,O=C(OCC1c2ccccc2-c2ccccc21)N1C[C@H]2CC(O)C[C@@H]2C1,349.42,Comprehensive,3.1507234939742865,1.0,O=C(OCC1c2ccccc2-c2ccccc21)N1C[C@H]2CCC[C@@H]2C1
EN300-53135621,O=C(NCc1ccccc1CCO)OCC1c2ccccc2-c2ccccc21,373.45,Comprehensive,2.1658795896908067,0.7777777777777778,O=C(NCc1ccccc1)OCC1c2ccccc2-c2ccccc21
EN300-53370623,C[C@]1(CNC(=O)OCc2ccccc2)C[C@@H](O)C1,249.31,Comprehensive,2.177699118299607,0.7857142857142857,O=C(NCC1CCC1)OCc1ccccc1
EN300-53370680,CN(C[C@H]1C[C@H](O)C1)C(=O)OCc1ccccc1,249.31,Comprehensive,2.0551717336842223,1.0,O=C(NCC1CCC1)OCc1ccccc1
EN300-53366700,O=C(OCc1ccccc1)N1CCN(c2ccc(OCCO)cc2)CC1,356.42,Comprehensive,1.8465630927025265,0.7111111111111111,O=C(OCc1ccccc1)N1CCN(c2ccccc2)CC1
EN300-53368983,O=C(NCC12CCC(CO)(CC1)C2)OCc1ccccc1,289.37,Comprehensive,3.3642215998548544,0.8421052631578947,O=C(NCC12CCC(CC1)C2)OCc1ccccc1
EN300-53370721,O=C(N[C@H]1C[C@H](S(=O)(=O)CCCO)C1)OCc1ccccc1,327.4,Comprehensive,2.3701826257870096,0.660377358490566,O=C(NC1CCC1)OCc1ccccc1
EN300-53370800,O=C(NCc1csc(CO)n1)OCc1ccccc1,278.33,Comprehensive,2.0800836288392013,0.8372093023255814,O=C(NCc1cscn1)OCc1ccccc1
EN300-53364219,CN(C(=O)OCc1ccccc1)[C@H]1C[C@H](CO)C1,249.31,Comprehensive,2.1549055798380685,1.0,O=C(NC1CCC1)OCc1ccccc1
EN300-53369225,C[C@]1(CO)C[C@@H](NC(=O)OCc2ccccc2)C1,249.31,Comprehensive,2.177502502914992,1.0,O=C(NC1CCC1)OCc1ccccc1
EN300-33295294,O=C(NC[C@@H]1C[C@H](O)CCO1)OCC1c2ccccc2-c2ccccc21,353.41,Comprehensive,3.1134372591564734,1.0,O=C(NC[C@@H]1CCCCO1)OCC1c2ccccc2-c2ccccc21
EN300-53134929,O=C(OCC1c2ccccc2-c2ccccc21)N1CCC[C@@H](CCO)C1,351.44,Comprehensive,2.667277094795976,1.0,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCCC1
EN300-53136689,CC(C)(CO)CC1CCN(C(=O)OCC2c3ccccc3-c3ccccc32)CC1,393.52,Comprehensive,2.4921470345888803,0.76,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCCC1
EN300-53135358,O=C(NC[C@@H]1CC[C@H](O)C1)OCC1c2ccccc2-c2ccccc21,337.41,Comprehensive,2.937349158939167,0.8666666666666667,O=C(NCC1CCCC1)OCC1c2ccccc2-c2ccccc21
EN300-33250666,C[C@@H]1C[C@H](CO)CCN1C(=O)OCC1c2ccccc2-c2ccccc21,351.44,Comprehensive,3.06288045753704,0.7115384615384616,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCCC1
EN300-53136853,O=C(NC[C@@H]1[C@H](CO)[C@H]1C(F)(F)F)OCC1c2ccccc2-c2ccccc21,391.38,Comprehensive,3.5619977176600948,0.7346938775510204,O=C(NCC1CC1)OCC1c2ccccc2-c2ccccc21
EN300-53136194,CC[C@@H](O)CN1CCN(C(=O)OCC2c3ccccc3-c3ccccc32)CC1,380.48,Comprehensive,2.675457624129031,1.0,O=C(OCC1c2ccccc2-c2ccccc21)N1CCNCC1
EN300-53371537,CC1(NC(=O)OCc2ccccc2)CC(CO)C1,249.31,Comprehensive,2.270861579838069,0.7560975609756098,O=C(NC1CCC1)OCc1ccccc1
EN300-53371627,COC1(CNC(=O)OCc2ccccc2)CC(O)C1,265.31,Comprehensive,2.4256887113039074,0.7906976744186046,O=C(NCC1CCC1)OCc1ccccc1
EN300-53371647,O=C(OCc1ccccc1)N1CCO[C@]2(C1)C[C@H](CO)C2,291.34,Comprehensive,2.8872528451976827,0.6851851851851852,O=C(OCc1ccccc1)N1CCOC2(CCC2)C1
EN300-53371722,O=C(N[C@H]1C[C@H](OCCO)C1)OCc1ccccc1,265.31,Comprehensive,2.0963797127552866,1.0,O=C(NC1CCC1)OCc1ccccc1
EN300-53403417,CC(=O)N1CC(CCCCO)C1,171.24,Comprehensive,2.2256093498693765,0.8846153846153846,C1CNC1
EN300-53372018,C[C@]1(CO)[C@@H]2CN(C(=O)OCc3ccccc3)C[C@@H]21,261.32,Comprehensive,3.3242448289529776,0.7857142857142857,O=C(OCc1ccccc1)N1C[C@H]2C[C@H]2C1
EN300-53372110,O=C(NC1CC(Cn2cc(CO)nn2)C1)OCc1ccccc1,316.36,Comprehensive,2.398094318428379,0.7592592592592593,O=C(NC1CC(Cn2ccnn2)C1)OCc1ccccc1
EN300-53370287,CC1(CCO)CC(NC(=O)OCc2ccccc2)C1,263.33,Comprehensive,2.2695406706653003,0.8095238095238095,O=C(NC1CCC1)OCc1ccccc1
EN300-53406208,O=C(OCC1c2ccccc2-c2ccccc21)N1CCC(F)(CCO)CC1,369.43,Comprehensive,2.5641401630214524,0.8222222222222222,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCCC1
EN300-53406268,O=C(NCCC1CC(CO)C1)OCC1c2ccccc2-c2ccccc21,351.44,Comprehensive,2.3594497971559694,0.8222222222222222,O=C(NCCC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53370507,CC[C@@H](O)CN1CCN(C(=O)OCc2ccccc2)CC1,292.37,Comprehensive,2.3187574605822974,1.0,O=C(OCc1ccccc1)N1CCNCC1
EN300-7027055,O=C(N[C@H]1CC[C@@H](CO)C1)OCc1ccccc1,249.31,Comprehensive,2.6175507727635186,0.8536585365853658,O=C(NC1CCCC1)OCc1ccccc1
EN300-7030955,O=C(NC1CN(CCCO)C1)OCc1ccccc1,264.32,Comprehensive,1.946938687114261,0.7777777777777778,O=C(NC1CNC1)OCc1ccccc1
EN300-53135008,O=C(NC[C@@H]1CCC[C@H](O)C1)OCC1c2ccccc2-c2ccccc21,351.44,Comprehensive,2.959746773326515,1.0,O=C(NCC1CCCCC1)OCC1c2ccccc2-c2ccccc21
EN300-53135797,O=C(NC[C@@H]1CCC[C@H](CO)C1)OCC1c2ccccc2-c2ccccc21,365.47,Comprehensive,3.010585186970798,0.8222222222222222,O=C(NCC1CCCCC1)OCC1c2ccccc2-c2ccccc21
EN300-53136697,Cc1nn(CCO)cc1CCCNC(=O)OCC1c2ccccc2-c2ccccc21,405.49,Comprehensive,2.465999231677184,0.6833333333333333,O=C(NCCCc1cn[nH]c1)OCC1c2ccccc2-c2ccccc21
EN300-53135775,O=C(N[C@]1(C(F)(F)F)C[C@@H](O)C1)OCC1c2ccccc2-c2ccccc21,377.36,Comprehensive,2.7065567310687904,1.0,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53135006,O=C(N[C@@H]1CCC[C@H]1CCO)OCC1c2ccccc2-c2ccccc21,351.44,Comprehensive,3.0320200526787406,1.0,O=C(NC1CCCC1)OCC1c2ccccc2-c2ccccc21
EN300-53135357,C[C@]1(CO)C[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C1,337.41,Comprehensive,2.435294789806111,1.0,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53135268,COC1(CO)CC(NC(=O)OCC2c3ccccc3-c3ccccc32)C1,353.41,Comprehensive,2.5923267867609585,1.0,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53136200,C[C@@H]1[C@H](N(C)CCO)CCN1C(=O)OCC1c2ccccc2-c2ccccc21,380.48,Comprehensive,3.3323742819668105,0.6545454545454545,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCC1
EN300-37398112,O=C(NC[C@@H]1CC[C@@H]1O)OCc1ccccc1,235.28,Comprehensive,2.618709826209068,1.0,O=C(NCC1CCC1)OCc1ccccc1
EN300-37447166,O=C(NCC1(F)CC(O)C1)OCc1ccccc1,253.27,Comprehensive,2.3774935798380685,1.0,O=C(NCC1CCC1)OCc1ccccc1
EN300-24002244,O=C(OCc1ccccc1)N1CCC(CN2CCC(O)CC2)CC1,332.44,Comprehensive,2.0395165402537554,0.8,O=C(OCc1ccccc1)N1CCC(CN2CCCCC2)CC1
EN300-33060584,O=C(OCc1ccccc1)N1C[C@@H]2[C@@H](O)[C@@H]2C1,233.26,Comprehensive,3.043354356332335,1.0,O=C(OCc1ccccc1)N1C[C@H]2C[C@H]2C1
EN300-52352419,O=C(NCc1ncc(CO)s1)OCc1ccccc1,278.33,Comprehensive,2.174184607860182,0.6739130434782609,O=C(NCc1nccs1)OCc1ccccc1
EN300-37430663,O=C(NC[C@H]1C[C@H](CO)C1)OCc1ccccc1,249.31,Comprehensive,1.9991158784806016,1.0,O=C(NCC1CCC1)OCc1ccccc1
EN300-12577626,O=C(OCc1ccccc1)N1CCC(CCCCCO)CC1,305.41,Comprehensive,1.902438020648296,0.975,O=C(OCc1ccccc1)N1CCCCC1
EN300-12616286,O=C(OCc1ccccc1)N1CCC(C(F)(F)CO)CC1,299.31,Comprehensive,2.311402420953682,0.813953488372093,O=C(OCc1ccccc1)N1CCCCC1
EN300-12616997,O=C(OCc1ccccc1)N1CCC[C@H](CCO)C1,263.33,Comprehensive,2.320879566891428,1.0,O=C(OCc1ccccc1)N1CCCCC1
EN300-37469913,O=C(OCc1ccccc1)N1CCC(C2CC(O)C2)CC1,289.37,Comprehensive,2.0574113127398626,0.825,O=C(OCc1ccccc1)N1CCC(C2CCC2)CC1
EN300-53406272,O=C(OCC1c2ccccc2-c2ccccc21)N1CC2(C1)CC(F)(CO)C2,367.41,Comprehensive,3.220453324255356,0.8181818181818182,O=C(OCC1c2ccccc2-c2ccccc21)N1CC2(CCC2)C1
EN300-52196074,O=C(NCC12CCC(CO)(CC1)C2)OCC1c2ccccc2-c2ccccc21,377.48,Comprehensive,3.5071960737116505,0.8604651162790697,O=C(NCC12CCC(CC1)C2)OCC1c2ccccc2-c2ccccc21
EN300-53134920,O=C(NC[C@H]1CCC[C@H]1CO)OCC1c2ccccc2-c2ccccc21,351.44,Comprehensive,2.998838473731372,1.0,O=C(NCC1CCCC1)OCC1c2ccccc2-c2ccccc21
EN300-53134894,O=C(N[C@@H]1CC[C@H](O)C1)OCC1c2ccccc2-c2ccccc21,323.39,Comprehensive,2.890607728107353,1.0,O=C(NC1CCCC1)OCC1c2ccccc2-c2ccccc21
EN300-53137310,O=C(Nc1cccc(OCCOCCO)c1)OCC1c2ccccc2-c2ccccc21,419.47,Comprehensive,2.229275639358949,0.8775510204081632,O=C(Nc1ccccc1)OCC1c2ccccc2-c2ccccc21
EN300-53134827,C[C@@]1(NC(=O)OCC2c3ccccc3-c3ccccc32)C[C@H]1CO,323.39,Comprehensive,3.260520427581792,0.7083333333333334,O=C(NC1CC1)OCC1c2ccccc2-c2ccccc21
EN300-53134832,O=C(N[C@@H]1CC[C@H]1CO)OCC1c2ccccc2-c2ccccc21,323.39,Comprehensive,2.9733780577776834,1.0,O=C(NC1CCC1)OCC1c2ccccc2-c2ccccc21
EN300-53135653,O=C(NC[C@@H]1[C@H](CO)C1(F)F)OCC1c2ccccc2-c2ccccc21,359.37,Comprehensive,3.453276382692964,0.7446808510638298,O=C(NCC1CC1)OCC1c2ccccc2-c2ccccc21
EN300-53370475,CC1(OCCO)CCN(C(=O)OCc2ccccc2)CC1,293.36,Comprehensive,2.3461313127398604,0.7555555555555555,O=C(OCc1ccccc1)N1CCCCC1
EN300-53372331,O=C(NC[C@]1(F)C[C@H](O)C1)OCc1ccccc1,253.27,Comprehensive,2.3774935798380685,1.0,O=C(NCC1CCC1)OCc1ccccc1
EN300-53372355,CN(C(=O)OCc1ccccc1)C1CC2(CC(CO)C2)C1,289.37,Comprehensive,2.949011147584951,0.7727272727272727,O=C(NC1CC2(CCC2)C1)OCc1ccccc1
