ID,SMILES,mw,Group,SA
EN300-1112080,Cc1nn(CCCCO)cc1N,169.22,Comprehensive,2.557324778191054
EN300-168373,OCCOCCNC1CCC1,159.23,Comprehensive,2.1354921477116218
EN300-37158251,CC(CO)CCN.Cl,139.62,Comprehensive,3.099442170465047
EN300-1112124,Cc1nn(CCOCCO)cc1N,185.22,Comprehensive,2.664582057701132
EN300-39677667,Cl.Cl.NC1CC(Cn2cc(CO)nn2)C1,255.14,Comprehensive,3.073916114755333
EN300-7176456,NCCc1ccc(CO)o1,141.17,Comprehensive,2.4477869490930946
EN300-149273,NCc1ccc(F)c(CO)c1,155.17,Comprehensive,1.9802157209126143
EN300-383660,CN(CCN)CCO,118.18,Comprehensive,2.433433605040195
EN300-6762617,NCC1CC2(CC(O)C2)C1,141.21,Comprehensive,3.536089005642209
EN300-104536,NCCCCCCO,117.19,Comprehensive,1.856406232412823
EN300-144971,OC[C@H]1CCNC1,101.15,Comprehensive,2.987326657443436
EN300-242683,NCCn1cc(CO)nn1,142.16,Comprehensive,2.61700178425793
EN300-6497680,OCCCCC1CCNCC1,157.25,Comprehensive,2.195658990143384
EN300-2962793,NCc1cccc(CCO)c1,151.21,Comprehensive,1.7778593933691909
EN300-33253911,OC1CC(C2CNC2)C1,127.18,Comprehensive,2.820487622610173
EN300-1462129,CNCc1ncc(CCO)cn1,167.21,Comprehensive,2.4997334166114573
EN300-149482,CC(CO)CCCN,117.19,Comprehensive,2.7631388737617506
EN300-7564051,Cl.OC1CCC2(CCNC2)CC1,191.7,Comprehensive,3.4697984784810423
EN300-45590997,Cl.OCCC[C@@H]1CCNC1,165.66,Comprehensive,2.9737724375948726
EN300-188043,CNCCCCCO,117.19,Comprehensive,1.9729530855596733
EN300-23614826,COc1cc(CN)ccc1CO,167.21,Comprehensive,1.8526730299393053
EN300-123762,Cc1nc(CN)ccc1C(C)O.Cl.Cl,239.14,Comprehensive,3.202908995978012
EN300-74137,Nc1ccc(OCCO)cc1,153.08,Comprehensive,1.6326489715329622
EN300-216595,Cl.NCCCn1cc(CO)nn1,192.65,Comprehensive,2.6772968498693768
EN300-1456931,O=S(=O)(c1ccc(CO)cc1)N1CCNCC1,256.32,Comprehensive,1.9480098510713264
EN300-52061,NCC(=O)N1CCC(O)CC1,158.2,Comprehensive,2.159334182451076
EN300-71022,NC1CCN(CCO)CC1,144.22,Comprehensive,2.1199891468952945
EN300-45597608,NCCCCCCS(=O)(=O)CCCCCO,251.39,Comprehensive,2.2677837900336453
EN300-1596125,NCc1nnn(CCCCCO)c1C(F)(F)F,252.24,Comprehensive,2.819114407927513
EN300-45618184,NC1CC(C(O)C(F)(F)F)C1,169.15,Comprehensive,3.622272637985819
EN300-741874,NCc1ccc(CCO)cc1,151.21,Comprehensive,1.665254430590034
EN300-7460041,Cl.OC1CCC2(CC1)CNC2,177.67,Comprehensive,3.557297571672822
EN300-37475902,Cl.Cl.NCCn1cnc(CO)c1,214.09,Comprehensive,3.1777784844847616
EN300-1624970,NC[C@@H]1CC[C@H](CO)O1,131.17,Comprehensive,3.379178667606629
EN300-110049,Nc1ccc(CO)c(F)c1,141.14,Comprehensive,2.003120648726796
EN300-45671837,Cl.NCCOCCOCCOCCOCCOCCO,317.81,Comprehensive,2.433805987057813
EN300-3014125,CC(C)(CO)c1ccc(N)cc1,165.23,Comprehensive,2.0833704075616843
EN300-33226366,Cl.NC[C@H]1CC[C@H]1O,137.61,Comprehensive,3.523994683003683
EN300-37441946,CCC1(CCO)CNC1,129.2,Comprehensive,3.167033776456325
EN300-4591324,NCC1(CCCO)CCCC1,157.25,Comprehensive,2.6043899144610005
EN300-2988004,CC[C@H](O)CN1CCNCC1,158.14,Comprehensive,2.7306056404672088
EN300-7200020,COC1(CCO)CNC1,131.1,Comprehensive,3.492620314917864
EN300-658671,NC[C@H](F)CO,93.1,Comprehensive,3.702815157667059
EN300-226027,CC(CCN)CCO,117.19,Comprehensive,2.8137828298057066
EN300-182248,COc1cc(CCO)ccc1N.Cl,203.67,Comprehensive,2.0102193880178767
EN300-81512,NCC1(CO)CC1,101.15,Comprehensive,2.831077432677924
EN300-1812396,CC(C)(CO)OC1CNC1,145.2,Comprehensive,3.324627354841194
EN300-6497977,Cc1nc(CO)ncc1N,139.16,Comprehensive,2.896089879496026
EN300-129707,Nc1cccc(CCCO)c1,151.1,Comprehensive,1.7664430161979734
EN300-45639331,C[C@H](N)CCCO.Cl,139.62,Comprehensive,2.9585247615581647
EN300-783468,Nc1cnn(CCCO)c1,141.17,Comprehensive,2.455021564477711
EN300-227595,N[C@H]1CC[C@@H](CO)C1,115.17,Comprehensive,3.170699997688998
EN300-45597611,NCCCCS(=O)(=O)CCCCO,209.31,Comprehensive,2.3512151346242103
EN300-1295560,COc1cc(OCCO)ccc1N,183.2,Comprehensive,1.8165282115472865
EN300-4293805,NCCS(=O)(=O)CCO,153.2,Comprehensive,2.786826669432914
EN300-217081,CNCCCCCCCCCCCO,201.35,Comprehensive,1.8796467395382912
EN300-6504732,NC1CC2(CCC(CO)CC2)C1,169.26,Comprehensive,3.353910366592931
EN300-702542,Cl.NCC12CC(CO)(CO1)C2,179.64,Comprehensive,4.817478667007971
EN300-27193313,Cc1cc(OCC(C)O)ccc1N.Cl,217.69,Comprehensive,2.58887981045765
EN300-45201879,Cl.NCC#CC#CCO,145.59,Comprehensive,3.7540467363225463
EN300-215607,NCCCn1cc(CO)nn1,156.19,Comprehensive,2.53129562165703
EN300-1833059,CC1(CN)CC(O)C1,115.17,Comprehensive,3.084232176468765
EN300-70703,Nc1cnccc1SCCCO,184.26,Comprehensive,2.43685558855716
EN300-37213,Nc1ccc(N2CCC(O)CC2)cc1,192.13,Comprehensive,1.8627682779998305
EN300-240976,Cl.NCCn1cc(CO)nn1,178.62,Comprehensive,2.771219434440466
EN300-68583,CC(O)CN1CCNCC1.Cl,180.68,Comprehensive,2.90945513135452
EN300-2485578,NCc1ncc(CO)s1,144.2,Comprehensive,2.887560930302481
EN300-70528,Nc1ccc(SCCCO)cc1,183.27,Comprehensive,1.9996225568829509
EN300-45216928,Cl.N[C@]12CC(CO)[C@H](C1)C2,163.65,Comprehensive,4.716147097975943
EN300-7415886,Cl.OC1CC2(CCNCC2)C1,177.67,Comprehensive,3.489370250717915
EN300-7033300,NC[C@H]1CC[C@H](O)CC1,129.2,Comprehensive,2.261316007225558
EN300-304072,NCCc1cccc(CO)c1,151.21,Comprehensive,1.7578226688034349
EN300-19322426,OC(c1ccc(N2CCNCC2)cc1)C(F)(F)F,260.26,Comprehensive,2.703606496911272
EN300-264205,O[C@@H]1CCN(C2CNC2)C1,142.2,Comprehensive,3.034692767265202
EN300-188042,CNCCCCCO.Cl,153.65,Comprehensive,2.1858795122422787
EN300-71267,OCCC1CCNCC1,129.2,Comprehensive,2.309132740953368
EN300-39844897,NCC12CCC(CO)(CC1)O2,157.21,Comprehensive,4.646110659209318
EN300-1294262,NCC(CC1CC1)OCCO,159.23,Comprehensive,3.206611099524282
EN300-7319409,O[C@H]1C[C@H]2CNC[C@H]2C1,127.18,Comprehensive,3.88038148634238
EN300-64865,CC(O)C1CCNCC1,129.2,Comprehensive,2.961097847375685
EN300-59306,Cl.NCc1ccc(OCCO)cc1,203.67,Comprehensive,1.804707442316518
EN300-44113,CC(O)c1ccc(CN)cc1,151.21,Comprehensive,2.1929203302935107
EN300-7042797,NCCCCSCCO,149.26,Comprehensive,2.4734113918409406
EN300-94202,Cl.O=C1CNCCN1CCO,180.63,Comprehensive,2.712654978207045
EN300-1708827,OCC1CC2(CCNC2)C1,141.21,Comprehensive,3.610811448583883
EN300-365792,C[C@@H](O)C1CNC1,101.15,Comprehensive,3.2895651189818995
EN300-6498888,CC(O)COC1CNC1.Cl,167.63,Comprehensive,3.422958899133333
EN300-3032867,Nc1ccc(N2CC(O)C2)nc1,165.19,Comprehensive,2.2709024005686764
EN300-7161846,NC[C@H]1C[C@H](CO)C1,115.17,Comprehensive,2.6220643742709626
EN300-1293822,CC1CC(CN)(OCCO)C1,159.23,Comprehensive,3.048915986164604
EN300-26677652,Nc1ccc(N2CC[C@H](O)C2)cc1,178.23,Comprehensive,2.3570675610529257
EN300-1971163,NC1(C(F)(F)F)CC(O)C1,155.12,Comprehensive,3.2872232128293604
EN300-123974,Cl.Cl.Cl.NCCc1ccc(OCCN2CCN(CCO)CC2)cc1,402.79,Comprehensive,2.2267871309130958
EN300-6237247,Nc1ccc(C2(CO)CC2)cc1,163.22,Comprehensive,2.2702646383309144
EN300-43379294,CC1(OCCO)CCNCC1.Cl,195.69,Comprehensive,3.175602619100145
EN300-45190,NCc1ccc(N2CCC(O)CC2)c(F)c1,224.28,Comprehensive,2.0446869368867944
EN300-45597607,NCCCCCS(=O)(=O)CCCCCO,237.36,Comprehensive,2.2872903420684576
EN300-45597605,NCCCCCCS(=O)(=O)CCO,209.31,Comprehensive,2.381399750008826
EN300-106883,CNC1CCC(CO)CC1,143.23,Comprehensive,2.196850135906283
EN300-37476925,OC1CC2(C1)CC1(CCNCC1)C2,181.28,Comprehensive,3.863361487312973
EN300-7389274,Cl.Cl.OC1CCN(C2CCNCC2)CC1,257.2,Comprehensive,2.602764657265455
EN300-342538,C[C@H](O)C1CNC1,101.15,Comprehensive,3.2895651189818995
EN300-301512,Nc1ccc(N2CCC(O)CC2)nc1,193.25,Comprehensive,2.153527124153676
EN300-7700574,Cc1cc(CCO)ccc1N,151.21,Comprehensive,1.9061618747587692
EN300-37339561,CC(O)C1CCC(N)CC1.Cl,179.69,Comprehensive,3.056289670952853
EN300-70414,NCCSCCCO,135.23,Comprehensive,2.6340377009442903
EN300-146649,CC(C)(CO)N1CCNCC1,158.24,Comprehensive,2.699186490143383
EN300-1294736,Nc1ccc(OCCO)c(Cl)c1,187.62,Comprehensive,1.854275827142104
EN300-7409381,Cl.O[C@H]1C[C@H]2CNC[C@H]2C1,163.65,Comprehensive,4.026829354668077
EN300-4252100,NCC(CCO)C(F)(F)F,157.13,Comprehensive,3.4092955145179493
EN300-1112115,Cc1nn(CCCCCO)cc1N,183.25,Comprehensive,2.4973743653934424
EN300-154228,C[C@H](O)CN1CCNCC1,144.22,Comprehensive,2.7452883716608056
EN300-8528205,Nc1ccc(OCCOCCO)cc1,197.23,Comprehensive,1.823829431845983
EN300-703024,N[C@H]1C[C@H](CO)C1,101.15,Comprehensive,2.608892817293309
EN300-1106435,Nc1cccn(CCCO)c1=O,168.19,Comprehensive,2.296161141827419
EN300-7218998,Nc1ccc(CO)cc1F,141.14,Comprehensive,1.9097719307780776
EN300-7857422,OCCCCCC1CCNCC1,171.28,Comprehensive,2.1616461767924537
EN300-61583,Nc1ccc(CN2CCC(O)CC2)cc1,206.28,Comprehensive,1.7890862493942574
EN300-234411,NCCOCCn1cc(CO)nn1,186.21,Comprehensive,2.611357421526497
EN300-45422777,CN(CCO)CCCN.Cl.Cl,205.13,Comprehensive,2.637851223871193
EN300-658457,OCC1(C(F)(F)F)CCNCC1,183.17,Comprehensive,3.314380022946299
EN300-297883,NCCCOCCOCCO,163.22,Comprehensive,2.231441527364227
EN300-189433,CC(O)CCN(C)CCN,146.23,Comprehensive,2.975500839961736
EN300-26860822,N[C@H]1C[C@@H](C(F)CO)C1,133.16,Comprehensive,4.021884924298762
EN300-7113430,NC[C@]1(F)C[C@@H](CO)C1,133.16,Comprehensive,3.4496962346503066
EN300-3060191,CC(O)CCC1CCNCC1,157.25,Comprehensive,2.8468552682587718
EN300-256898,Nc1ccc(COCCO)cc1,167.21,Comprehensive,1.7921949550729952
EN300-16598,OC1CCNCC1,101.15,Comprehensive,2.512396663447156
EN300-1294264,NCC1(OCCO)CC1,131.17,Comprehensive,2.973614545687095
EN300-6847837,NCCC1CCC(CO)CC1,157.25,Comprehensive,2.21107428170666
EN300-1296018,Cc1cc(N)cc(OCCCO)c1,181.23,Comprehensive,2.01217436539344
EN300-155861,NCC1(CCO)CC1,115.17,Comprehensive,2.8918665720731607
EN300-248914,Nc1cccc(CCO)c1,137.18,Comprehensive,1.7818858501919976
EN300-1928975,NCC1(CC(F)(F)F)CCC(O)CC1,211.23,Comprehensive,3.0826851594967124
EN300-703023,Cl.N[C@H]1C[C@H](CO)C1,137.61,Comprehensive,2.826580395092249
EN300-1245152,OCC1CCN(C2CNC2)CC1,170.25,Comprehensive,2.418672330638607
EN300-3716389,OCCOCC1CCNCC1,159.23,Comprehensive,2.374417163220306
EN300-7177067,NCCCS(=O)(=O)CCO,167.23,Comprehensive,2.6138297217051
EN300-7549400,CC(C)(CO)CN1CCC(N)CC1.Cl.Cl,259.22,Comprehensive,2.7701547404255398
EN300-173685,CNCCCCO,103.16,Comprehensive,2.0344073921920955
EN300-2971181,OCC[C@@H]1CCNC1,115.17,Comprehensive,2.904578625314546
EN300-1595516,Cc1c(CN)nnn1CCCCO,184.24,Comprehensive,2.71650513462421
EN300-1112400,Cc1c(N)cnn1CCCCO,169.22,Comprehensive,2.4478814215476987
EN300-119115,Cl.NCc1ccc(CO)c(F)c1,191.63,Comprehensive,2.161663149497169
EN300-1648250,NC1CC(OCC(O)CF)C1,163.19,Comprehensive,3.4973437255189754
EN300-1106999,Nc1ccc(=O)n(CCCCCCO)c1,210.27,Comprehensive,2.164494657265456
EN300-126536,NCCc1ccc(CO)cc1,151.21,Comprehensive,1.6199998400193143
EN300-188234,CC(O)CCCN,103.16,Comprehensive,2.6961958882126678
EN300-1179228,CNCCN(CCCCCCO)CC(F)(F)F,256.31,Comprehensive,2.452624775820489
EN300-49839,NCCCN1CCC(O)CC1,158.24,Comprehensive,2.045577011235194
EN300-1651650,OC(CF)CN1CC2(CNC2)C1,174.22,Comprehensive,4.227275107092709
EN300-126570,OCCC1CNC1,101.15,Comprehensive,2.6559175136495856
EN300-7196537,C[C@H](N)CCCO,103.16,Comprehensive,2.7250112728280538
EN300-27113147,Cl.NCCCCCCCCCO,195.73,Comprehensive,1.9752059844847607
EN300-4207078,Cc1cc(N2CCC(O)CC2)ccc1N,206.28,Comprehensive,2.0220605913313907
EN300-77461,NCCCCN1CCN(CCO)CC1,201.18,Comprehensive,1.9255432779998325
EN300-7494494,O[C@@H]1[C@H]2CNC[C@@H]12,99.13,Comprehensive,4.249472805285873
EN300-244123,CC1(CO)CNC1,101.15,Comprehensive,3.271508201908695
EN300-6474868,Cl.NC[C@H]1CC[C@H](CO)CC1,179.69,Comprehensive,2.3621849516818454
EN300-1596110,NCc1nnn(CCCO)c1C(F)(F)F,224.18,Comprehensive,2.935515426496224
EN300-77840,Cl.Nc1ccc(S(=O)(=O)CCO)cc1,237.7,Comprehensive,2.151184431845984
EN300-93074,CN[C@H]1C[C@H](O)C1,101.15,Comprehensive,2.5221158942163857
EN300-73052,CN(CCO)S(=O)(=O)N1CCNCC1.Cl,259.76,Comprehensive,2.68301004188084
EN300-93637,CCC(CO)N1CCNCC1,158.24,Comprehensive,2.977772886124775
EN300-75684,NCCC(=O)N1CCC(O)CC1,172.12,Comprehensive,2.1229877152539918
EN300-45591999,OCCC1(F)CNC1,119.14,Comprehensive,3.5835083303149187
EN300-332172,OCC1CC2(CCN2)C1,127.18,Comprehensive,3.6863349242987615
EN300-6733719,NCC12CCC(CO)(CC1)OC2,171.24,Comprehensive,4.431757416359043
EN300-37334992,OCC1CC2(CCNCC2)O1,157.21,Comprehensive,3.9660903491036894
EN300-139623,Nc1ccnc(C(=O)N2CCC(O)CC2)c1,221.26,Comprehensive,2.1926715522714098
EN300-6828358,OCC1CC2(CCNCC2)C1,155.24,Comprehensive,3.342520776943635
EN300-116582,Cl.N[C@H]1CC[C@H](O)CC1,151.63,Comprehensive,2.5407082747840857
EN300-5186903,OCC1CCN(C[C@@H]2CCCN2)CC1,198.31,Comprehensive,2.811418928656524
EN300-1106764,Nc1ccc(=O)n(CCOCCO)c1,198.22,Comprehensive,2.336055733621132
EN300-1666651,NCC12CCC(CO)(CC1)CO2,171.24,Comprehensive,4.472420312286646
EN300-26861113,Cl.NCc1ccc(SCCO)cc1,219.73,Comprehensive,2.161431837920913
EN300-322894,Cl.NCC[C@@H](O)COCc1ccccc1,231.72,Comprehensive,2.454914238503763
EN300-190138,Cl.Cl.NCCN(CCO)C1CC1,217.14,Comprehensive,2.7836163624688464
EN300-1146541,OCC1(COC2CNC2)COC1,173.21,Comprehensive,3.232454848121124
EN300-233947,Cl.N[C@H]1CC[C@@H](CO)C1,151.63,Comprehensive,3.360273490349103
EN300-718741,Cl.NCC1CC(O)C1,137.61,Comprehensive,2.764666225051762
EN300-1595510,Cc1c(CN)nnn1CCOCCO,200.24,Comprehensive,2.813382360840066
EN300-7121961,N[C@H]1CCC[C@H](CO)C1,129.2,Comprehensive,3.096617436837397
EN300-85264,Cl.Cl.OCCCCN1CCNCC1,230.1,Comprehensive,2.3848800215020383
EN300-374734,OCc1cnc(C2CCNCC2)nc1,193.25,Comprehensive,2.567192030345046
EN300-2976282,NCc1ccc(CO)cc1F,155.17,Comprehensive,2.0081387978356915
EN300-215152,C[C@H]1C[C@@H](CO)CCN1,129.2,Comprehensive,3.544069744529705
EN300-373264,NC1CC(Cn2cc(CO)nn2)C1,182.22,Comprehensive,2.8308782115472884
EN300-1809604,CC(C)(CO)CC1CNC1,143.23,Comprehensive,3.0847746921193
EN300-112322,C[C@H](O)CCN,89.14,Comprehensive,2.926941311513213
EN300-1166854,CC(C)(CO)C1CCNCC1,157.25,Comprehensive,2.8123511055279984
EN300-26979545,CC(CO)CC1CCNCC1.Cl,193.71,Comprehensive,3.0908278054041194
EN300-27752961,CC(O)CN1CCC(CN)CC1.Cl.Cl,245.19,Comprehensive,2.948362118149958
EN300-1250796,NCc1cnn(CCO)c1,141.17,Comprehensive,2.4743666194227654
EN300-1146238,OCCCOC1CNC1,131.17,Comprehensive,2.565527084148634
EN300-1809602,CC(C)(CO)C1CNC1,129.2,Comprehensive,3.1060346961887677
EN300-5005585,Cc1cc(OCC(C)O)ccc1N,181.23,Comprehensive,2.439832491257855
EN300-183253,CC(O)C1CCN(CCN)CC1.Cl.Cl,245.19,Comprehensive,3.055353326941167
EN300-265183,Nc1ccnc(N2CC(O)C2)c1,165.19,Comprehensive,2.3734982047644806
EN300-7853991,CNCc1ccc(CO)cc1.Cl,187.67,Comprehensive,1.7768468498693757
EN300-190139,NCCN(CCO)C1CC1,144.22,Comprehensive,2.463987315393464
EN300-5040879,CC(C)(N)CN1CCC(CO)CC1,186.29,Comprehensive,2.40492634341542
EN300-307593,N[C@H]1C[C@H](O)C1,87.07,Comprehensive,2.6732936252092365
EN300-7701634,Nc1ccc(CCO)c(F)c1,155.17,Comprehensive,2.006463413220306
EN300-125056,C[C@@H](O)c1ccc(N)cc1,137.18,Comprehensive,2.2033314119538456
EN300-1295206,Nc1cc(F)c(OCCO)c(F)c1,189.16,Comprehensive,2.270361508250584
EN300-7093069,CCNCCCCCCO,145.24,Comprehensive,1.9018083776645245
EN300-6477821,Cl.O=S(=O)(N1CCNCC1)N1CC(O)C1,257.74,Comprehensive,2.7108763140701893
EN300-266524,Cl.Cl.OCC(F)(F)CN1CCNCC1,253.12,Comprehensive,3.126401904373457
EN300-2983425,CNCC#CCO,99.13,Comprehensive,3.316634112839868
EN300-301109,COc1cc(N)ccc1CO,153.18,Comprehensive,1.877251105527998
EN300-6218213,NCC12CC(CO)(C1)C2,127.18,Comprehensive,4.142195898375858
EN300-214109,Cl.NC[C@H]1CCC[C@@H](CO)C1,179.69,Comprehensive,3.221917299065569
EN300-379533,Br.OC1CCNCC1,182.06,Comprehensive,2.749897341303932
EN300-5248616,CC(N)Cc1ccc(CO)cc1,165.23,Comprehensive,2.1343998770824424
EN300-227479,CC(CN)CCCO,117.19,Comprehensive,2.8714289836518603
EN300-1294829,Nc1cccc(OCCCO)c1,167.21,Comprehensive,1.761114412086572
EN300-1998102,NCC1(CF)CCC(O)CC1,161.22,Comprehensive,3.084848028604922
EN300-7356642,Cl.NC[C@]1(F)C[C@H](CO)C1,169.62,Comprehensive,3.5948270589832063
EN300-45597609,NCCCCS(=O)(=O)CCCCCO,223.33,Comprehensive,2.3144720836678463
EN300-1648254,OC(CF)COC1CCNCC1,177.22,Comprehensive,3.2495767590240288
EN300-246882,NCCC1(CO)CC1,115.17,Comprehensive,2.8052951435017324
EN300-318170,NC[C@H]1C[C@H](O)C1,101.15,Comprehensive,2.543538971139464
EN300-45590998,OCCC[C@@H]1CCNC1,129.2,Comprehensive,2.8028535633520164
EN300-1179003,CC(CN)(OCCO)C1CC1,159.23,Comprehensive,3.7214890836091614
EN300-37453120,Cl.Cl.NCc1ccc(N2CCC(CO)CC2)nc1,294.22,Comprehensive,2.384226964453454
EN300-45584348,Cl.NCc1cc(CO)no1,164.59,Comprehensive,2.8859971773264004
EN300-1294036,NCC(CC1CC1)OCCCO,173.25,Comprehensive,3.107117359599924
EN300-72627,Nc1ccc(Oc2ccc(CO)cc2)cc1,215.25,Comprehensive,1.5875554987597038
EN300-1707018,N[C@]1(C(F)(F)F)CC[C@H](O)CC1,183.17,Comprehensive,3.112165879025704
EN300-1295286,Nc1cnccc1OCCCO,168.19,Comprehensive,2.1676171270186977
EN300-7549247,Cl.Cl.NCCc1nnc(CO)s1,232.13,Comprehensive,3.065776946023222
EN300-74182,Cl.Cl.NCCN1CCC(CO)CC1,230.1,Comprehensive,2.42712646329554
EN300-178550,C[C@H](O)CCN.Cl,125.6,Comprehensive,3.18542184975113
EN300-61338,Nc1ccc(C(=O)N2CCC(CO)CC2)cc1,234.29,Comprehensive,1.8315810049174812
EN300-7824765,NCCCCS(=O)(=O)CCCO,195.28,Comprehensive,2.4100055037155297
EN300-6504731,Cl.NC1CC2(CCC(CO)CC2)C1,205.72,Comprehensive,3.4820948571272785
EN300-37468645,Cl.OCCC[C@@H]1CCCNC1,179.69,Comprehensive,2.8946803302935127
EN300-144970,OC[C@@H]1CCNC1,101.15,Comprehensive,2.987326657443436
EN300-148710,C[C@@H](N)CCO,89.14,Comprehensive,2.989812080743981
EN300-166615,OCCOCCNCC1CC1,159.23,Comprehensive,2.1845164653294877
EN300-207556,NCCCCCCCCO,145.24,Comprehensive,1.8140287073348544
EN300-1441574,CNCCCCCCCO,145.24,Comprehensive,1.9056012348073812
EN300-7433982,Cl.OC1CC2(CCNC2)C1,163.65,Comprehensive,3.797041076648127
EN300-1268086,Cl.NC1(CCCO)CC1,151.63,Comprehensive,2.965690244987796
EN300-7091151,NCC#CCCO,99.13,Comprehensive,2.989930469115171
EN300-154051,CC(O)CN1CCNCC1=O,158.2,Comprehensive,3.105294176447358
EN300-705857,N[C@H]1CC[C@@H](CCO)CC1,143.23,Comprehensive,2.2740325534887003
EN300-7460251,NC[C@]1(F)CC[C@@H](CO)CC1,161.22,Comprehensive,3.2326880286049224
EN300-6584613,CN(CCO)S(=O)(=O)c1ccc(N)cc1,230.29,Comprehensive,1.986486195726993
EN300-1461968,NCc1ncc(CCCO)cn1,167.21,Comprehensive,2.4756696157064795
EN300-93878,NCCCN1CC[C@@H](O)C1,144.22,Comprehensive,2.610189470561906
EN300-705855,N[C@H]1CC[C@H](CCO)CC1,143.23,Comprehensive,2.2740325534887003
EN300-71015,CNCC1CCN(CCO)CC1,172.27,Comprehensive,2.0925139595978823
EN300-6729732,NC1CC2(C1)CC(CO)C2,141.21,Comprehensive,3.6014428517960564
EN300-319143,NC1CCN(c2ccc(CO)cc2)CC1,206.28,Comprehensive,1.8909746214872796
EN300-183340,Cc1cc(SCCO)ccc1N,183.27,Comprehensive,2.216386316652594
EN300-262046,Cl.NCc1ccc(CO)cc1,173.64,Comprehensive,1.7779202301964343
EN300-296420,CC(O)CCN.Cl,125.6,Comprehensive,3.18542184975113
EN300-4278445,NCc1ccc(SCCO)cc1,183.27,Comprehensive,2.0097098871996923
EN300-7144311,N[C@@H]1CCC[C@H](CO)C1,129.2,Comprehensive,3.096617436837397
EN300-45636302,Cl.NCCCCS(=O)(=O)CCCO,231.74,Comprehensive,2.5573012884703648
EN300-184469,Cc1cc(N)cc(OCCO)c1.Cl,203.67,Comprehensive,2.181231605212446
EN300-109570,Cl.NCC1CCC(O)CC1,165.66,Comprehensive,2.442733863716935
EN300-1295136,Nc1ccc(OCCCO)c(Cl)c1,201.65,Comprehensive,1.8545243653934411
EN300-2976130,NCCn1cnc(CO)c1,141.17,Comprehensive,2.896026509532657
EN300-6759417,CN1C[C@H](N)C[C@H]1CO,130.19,Comprehensive,3.6708728214527824
EN300-207818,Cl.N[C@H]1CC[C@@H](O)C1,137.61,Comprehensive,3.489753144542144
EN300-37375297,Cl.N[C@]12CO[C@](CO)(C1)C2,165.62,Comprehensive,4.913917257825816
EN300-1245308,OC1CCN(C2CNC2)CC1,156.23,Comprehensive,2.453078251929984
EN300-39878477,Cl.NCCCSCCO,171.69,Comprehensive,2.80047416107171
EN300-1106762,Nc1cccn(CCOCCO)c1=O,198.22,Comprehensive,2.3884190472306006
EN300-307592,Cl.N[C@H]1C[C@H](O)C1,123.05,Comprehensive,2.9215764711394634
EN300-58796,CNCC(=O)N1CCC(O)CC1,172.23,Comprehensive,2.16247023273651
EN300-27164714,C[C@H](CN)CO.Cl,125.6,Comprehensive,3.3639333882126667
EN300-68555,CC(O)CN1CCNCC1,144.22,Comprehensive,2.7452883716608056
EN300-69293,Nc1cccc(N2CCC(O)CC2)c1,192.13,Comprehensive,1.95886058569214
EN300-37416370,Cl.NCC1(F)CC(O)C1,155.6,Comprehensive,3.698436798434348
EN300-37375353,NC[C@]12CO[C@](CO)(C1)C2,143.18,Comprehensive,4.658529565518123
EN300-117685,C[C@@H](N)CCO.Cl,125.6,Comprehensive,3.244363195904976
EN300-39878475,CC1(CN)CCC(O)CC1.Cl,179.69,Comprehensive,3.076008578055471
EN300-198536,Cl.Cl.Nc1cncc(CO)c1,197.06,Comprehensive,2.659005464502357
EN300-226416,OC1CCC2(CCNCC2)CC1,169.26,Comprehensive,3.1610951817777453
EN300-268410,CC(CO)C1CCN(CCCCN)CC1,214.35,Comprehensive,2.734542783129868
EN300-176543,NCc1ccc(S(=O)(=O)CCO)cc1,215.27,Comprehensive,1.9887230958135955
EN300-7461310,Cl.O[C@H]1C[C@]2(CCNC2)C1,163.65,Comprehensive,3.797041076648127
EN300-37468646,OCCC[C@@H]1CCCNC1,143.23,Comprehensive,2.734858909743414
EN300-7416453,Cl.N[C@H]1CC[C@H](O)C1,137.06,Comprehensive,3.489753144542144
EN300-37351380,NC[C@H]1CC[C@H]1O,101.15,Comprehensive,3.318594716540777
EN300-7597259,NCC[C@H]1C[C@H](O)C1,115.17,Comprehensive,2.569330308336898
EN300-1107113,Nc1cccn(CCCCO)c1=O,182.22,Comprehensive,2.2614935961626728
EN300-39921615,Cl.Cl.NC1CCN(CCCO)CC1,231.16,Comprehensive,2.400969819938896
EN300-1274313,CN(CCO)c1ccc(CN)nc1,181.24,Comprehensive,2.5050128269319014
EN300-1699918,Cl.Cl.NCCCN1CC[C@@H](O)C1,217.14,Comprehensive,2.938784632327195
EN300-213359,Nc1ccc(CCO)nc1,138.17,Comprehensive,2.2107853007414477
EN300-145894,CC(CO)N1CCNCC1,144.22,Comprehensive,2.848916943089378
EN300-1666650,Cl.NCC12CCC(CO)(CC1)CO2,207.7,Comprehensive,4.5726542345657215
EN300-262540,Nc1ccc(=O)n(CCO)c1,154.17,Comprehensive,2.2822787978356907
EN300-227380,CC(N)CCCCO,117.19,Comprehensive,2.563042170465048
EN300-94887,OCC1CNC1,87.07,Comprehensive,2.733604586747699
EN300-27702541,Cl.Cl.OC[C@H]1CCCN1CC1CCNCC1,271.23,Comprehensive,3.0640257859814657
EN300-304975,CNCCN(C)CCO.Cl.Cl,205.13,Comprehensive,2.7138453067114305
